tax_id,ncbi_name,ncbi_rank,species_tax_id,species_name,mapping_source
273371,Lodderomyces orthopsilosis,species,273371.0,Lodderomyces orthopsilosis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
273372,Lodderomyces metapsilosis,species,273372.0,Lodderomyces metapsilosis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
278025,Arxiozyma pintolopesii,species,278025.0,Arxiozyma pintolopesii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
278132,Limimaricola hongkongensis,species,278132.0,Limimaricola hongkongensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
279139,Trichophyton tonsurans var. sulfureum,varietas,34387.0,Trichophyton tonsurans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
280498,Leptospira interrogans serovar Grippotyphosa,no rank,173.0,Leptospira interrogans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
280500,Leptospira interrogans serovar Pyrogenes,no rank,173.0,Leptospira interrogans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
281920,Porphyromonas uenonis,species,281920.0,Porphyromonas uenonis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
282458,Staphylococcus aureus subsp. aureus MRSA252,strain,1280.0,Staphylococcus aureus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
283166,Bartonella henselae str. Houston-1,strain,38323.0,Bartonella henselae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
284593,Nakaseomyces glabratus CBS 138,strain,5478.0,Nakaseomyces glabratus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
286432,Aspergillus fumisynnematus,species,286432.0,Aspergillus fumisynnematus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
286783,Salmonella enterica subsp. enterica serovar Indiana,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
286784,Salmonella enterica subsp. enterica serovar Emek,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
290342,Leptospira interrogans serovar Javanica,no rank,173.0,Leptospira interrogans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
291056,Paraphomopsis obscurans,species,291056.0,Paraphomopsis obscurans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
291645,Bacteroides nordii,species,291645.0,Bacteroides nordii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
292800,Flavonifractor plautii,species,292800.0,Flavonifractor plautii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
293939,Aspergillus lentulus,species,293939.0,Aspergillus lentulus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
298378,Fusarium incarnatum,species,298378.0,Fusarium incarnatum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
300852,Thermus thermophilus HB8,strain,274.0,Thermus thermophilus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
301447,Streptococcus pyogenes serotype M1,serotype,1314.0,Streptococcus pyogenes,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
301448,Streptococcus pyogenes serotype M3,serotype,1314.0,Streptococcus pyogenes,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
301449,Streptococcus pyogenes serotype M5,serotype,1314.0,Streptococcus pyogenes,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
304736,Sulfurihydrogenibium yellowstonense,species,304736.0,Sulfurihydrogenibium yellowstonense,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
305719,Segatella baroniae,species,305719.0,Segatella baroniae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
308994,Dialister propionicifaciens,species,308994.0,Dialister propionicifaciens,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
309120,Dialister micraerophilus,species,309120.0,Dialister micraerophilus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
309806,Sulfurihydrogenibium azorense,species,309806.0,Sulfurihydrogenibium azorense,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
312175,Leptospira interrogans serovar Bataviae,no rank,173.0,Leptospira interrogans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
312309,Aliivibrio fischeri ES114,strain,668.0,Aliivibrio fischeri,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
314227,Xanthomonas campestris pv. oryzae,no rank,339.0,Xanthomonas campestris,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
315946,Scedosporium aurantiacum,species,315946.0,Scedosporium aurantiacum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
316385,Escherichia coli str. K-12 substr. DH10B,no rank,562.0,Escherichia coli,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
318829,Pyricularia oryzae,species,318829.0,Pyricularia oryzae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
319629,Aspergillus brasiliensis,species,319629.0,Aspergillus brasiliensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
319705,Mycobacteroides abscessus subsp. bolletii,subspecies,36809.0,Mycobacteroides abscessus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
321314,Salmonella enterica subsp. enterica serovar Choleraesuis str. SC-B67,strain,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
321967,Lacticaseibacillus paracasei ATCC 334,strain,1597.0,Lacticaseibacillus paracasei,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
322095,Porphyromonas somerae,species,322095.0,Porphyromonas somerae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
324740,Kregervanrija fluxuum,species,324740.0,Kregervanrija fluxuum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
328812,Parabacteroides goldsteinii,species,328812.0,Parabacteroides goldsteinii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
330879,Aspergillus fumigatus Af293,strain,746128.0,Aspergillus fumigatus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
334413,Finegoldia magna ATCC 29328,strain,1260.0,Finegoldia magna,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
336306,Enterobacter cloacae subsp. cloacae,subspecies,550.0,Enterobacter cloacae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
338187,Vibrio campbellii CAIM 519 = NBRC 15631 = ATCC 25920,strain,680.0,Vibrio campbellii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
338565,Erwinia tasmaniensis,species,338565.0,Erwinia tasmaniensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
341694,Peptostreptococcus stomatis,species,341694.0,Peptostreptococcus stomatis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
342023,Streptococcus pyogenes serotype M12,serotype,1314.0,Streptococcus pyogenes,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
342451,Staphylococcus saprophyticus subsp. saprophyticus ATCC 15305 = NCTC 7292,strain,29385.0,Staphylococcus saprophyticus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
342616,Streptococcus agalactiae COH1,strain,1311.0,Streptococcus agalactiae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
342794,Leptospira interrogans serovar Ballum,no rank,173.0,Leptospira interrogans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
348802,Exophiala xenobiotica,species,348802.0,Exophiala xenobiotica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
356621,Salmonella enterica subsp. enterica serovar Westhampton,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
357240,Franconibacter helveticus,species,357240.0,Franconibacter helveticus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
358742,Enterocloster aldenensis,species,358742.0,Enterocloster aldenensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
358743,Enterocloster citroniae,species,358743.0,Enterocloster citroniae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
358771,Salmonella enterica subsp. enterica serovar Kedougou,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
359295,Phasmarhabditis hermaphrodita,species,359295.0,Phasmarhabditis hermaphrodita,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
360920,Pseudomonas savastanoi pv. savastanoi,no rank,29438.0,Pseudomonas savastanoi,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
364106,Escherichia coli UTI89,strain,562.0,Escherichia coli,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
367830,Staphylococcus aureus subsp. aureus USA300,strain,1280.0,Staphylococcus aureus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
367928,Bifidobacterium adolescentis ATCC 15703,strain,1680.0,Bifidobacterium adolescentis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
373153,Streptococcus pneumoniae D39,strain,1313.0,Streptococcus pneumoniae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
376619,Francisella tularensis subsp. holarctica LVS,strain,263.0,Francisella tularensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
378753,Kocuria rhizophila DC2201,strain,72000.0,Kocuria rhizophila,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
380703,Aeromonas hydrophila subsp. hydrophila ATCC 7966,strain,644.0,Aeromonas hydrophila,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
383379,Toxoplasma gondii RH,strain,5811.0,Toxoplasma gondii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
384602,Micrococcus flavus,species,384602.0,Micrococcus flavus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
393280,Pestalotiopsis calabae,species,393280.0,Pestalotiopsis calabae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
399582,Salmonella enterica subsp. enterica serovar Binza,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
399587,Salmonella enterica subsp. enterica serovar Rissen,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
400667,Acinetobacter baumannii ATCC 17978,strain,470.0,Acinetobacter baumannii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
401614,Francisella tularensis subsp. novicida U112,strain,263.0,Francisella tularensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
402873,Sporothrix albicans,species,402873.0,Sporothrix albicans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
404330,Streptococcus pyogenes serotype M2,serotype,1314.0,Streptococcus pyogenes,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
404933,Astrosporangium hypotensionis,species,404933.0,Astrosporangium hypotensionis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
405212,Alicyclobacillus acidocaldarius,species,405212.0,Alicyclobacillus acidocaldarius,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
410289,Mycobacterium tuberculosis variant bovis BCG str. Pasteur 1173P2,strain,1773.0,Mycobacterium tuberculosis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
411464,Desulfovibrio piger ATCC 29098,strain,901.0,Desulfovibrio piger,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
411577,Anaerococcus murdochii,species,411577.0,Anaerococcus murdochii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
418784,Candidozyma pseudohaemuli,species,418784.0,Candidozyma pseudohaemuli,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
419947,Mycobacterium tuberculosis H37Ra,strain,1773.0,Mycobacterium tuberculosis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
420778,Diplodia seriata,species,420778.0,Diplodia seriata,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
425265,Malassezia globosa CBS 7966,strain,76773.0,Malassezia globosa,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
425941,Hoylesella nanceiensis,species,425941.0,Hoylesella nanceiensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
426430,Staphylococcus aureus subsp. aureus str. Newman,strain,1280.0,Staphylococcus aureus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
431947,Porphyromonas gingivalis ATCC 33277,strain,837.0,Porphyromonas gingivalis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
435591,Parabacteroides distasonis ATCC 8503,strain,823.0,Parabacteroides distasonis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
436295,Salmonella enterica subsp. enterica serovar Poona,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
439312,Mucor flavus,species,439312.0,Mucor flavus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
439334,Mycobacterium avium subsp. hominissuis,subspecies,1764.0,Mycobacterium avium,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
440524,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:-",no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
441771,Clostridium botulinum A str. Hall,strain,1491.0,Clostridium botulinum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
446639,Trichophyton longifusum,species,446639.0,Trichophyton longifusum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
447094,Histoplasma ohiense,species,447094.0,Histoplasma ohiense,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
456327,Xanthomonas euvesicatoria,species,456327.0,Xanthomonas euvesicatoria,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
456999,Rhizoctonia solani,species,456999.0,Rhizoctonia solani,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
467210,Lachnoanaerobaculum saburreum,species,467210.0,Lachnoanaerobaculum saburreum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
469008,Escherichia coli BL21(DE3),strain,562.0,Escherichia coli,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
473422,Xanthomonas citri pv. malvacearum,no rank,346.0,Xanthomonas citri,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
474922,Colletotrichum gloeosporioides,species,474922.0,Colletotrichum gloeosporioides,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
481805,Escherichia coli ATCC 8739,strain,562.0,Escherichia coli,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
483216,Bacteroides eggerthii DSM 20697,strain,28111.0,Bacteroides eggerthii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
483687,Salmonella enterica subsp. enterica serovar Concord,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
486994,Salmonella enterica subsp. enterica serovar Hvittingfoss,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
491076,Lactobacillus crispatus JV-V01,strain,47770.0,Lactobacillus crispatus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
498742,Borreliella spielmanii A14S,strain,88916.0,Borreliella spielmanii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
499175,Clostridioides difficile ATCC 43255,strain,1496.0,Clostridioides difficile,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
502741,Fusarium avenaceum,species,502741.0,Fusarium avenaceum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
502800,Yersinia pseudotuberculosis YPIII,strain,633.0,Yersinia pseudotuberculosis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
509207,Botryosphaeria berengeriana,species,509207.0,Botryosphaeria berengeriana,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
511145,Escherichia coli str. K-12 substr. MG1655,no rank,562.0,Escherichia coli,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
511693,Escherichia coli BL21,strain,562.0,Escherichia coli,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
519353,Echinococcus equinus,species,519353.0,Echinococcus equinus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
523103,Trichophyton mentagrophytes,species,523103.0,Trichophyton mentagrophytes,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
523107,Trichophyton mentagrophytes var. granulosum,varietas,523103.0,Trichophyton mentagrophytes,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
535025,Bacillus subtilis subsp. subtilis str. JH642,strain,1423.0,Bacillus subtilis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
538528,Colletotrichum camelliae,species,538528.0,Colletotrichum camelliae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
539329,Francisella philomiragia subsp. philomiragia ATCC 25015,strain,28110.0,Francisella philomiragia,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
545651,Sporothrix globosa,species,545651.0,Sporothrix globosa,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
546273,Veillonella dispar ATCC 17748,strain,39778.0,Veillonella dispar,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
552467,Cryptococcus bacillisporus,species,552467.0,Cryptococcus bacillisporus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
553481,Mycobacterium avium subsp. avium ATCC 25291,strain,1764.0,Mycobacterium avium,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
553611,Photobacterium leiognathi,species,553611.0,Photobacterium leiognathi,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
557599,Mycobacterium kansasii ATCC 12478,strain,1768.0,Mycobacterium kansasii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
557722,Pseudomonas aeruginosa LESB58,strain,287.0,Pseudomonas aeruginosa,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
561152,Scopulariopsis brevicaulis,species,561152.0,Scopulariopsis brevicaulis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
561275,Mycobacterium tuberculosis variant bovis BCG str. Tokyo 172,strain,1773.0,Mycobacterium tuberculosis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
561307,Staphylococcus aureus subsp. aureus RN4220,no rank,1280.0,Staphylococcus aureus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
563466,Scedosporium apiospermum,species,563466.0,Scedosporium apiospermum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
570156,Pseudoalteromonas lipolytica,species,570156.0,Pseudoalteromonas lipolytica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
575584,Acinetobacter baumannii ATCC 19606 = CIP 70.34 = JCM 6841,strain,470.0,Acinetobacter baumannii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
578113,Cytospora mali,species,578113.0,Cytospora mali,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
580240,Saccharomyces cerevisiae W303,strain,4932.0,Saccharomyces cerevisiae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
588858,Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
592022,Priestia megaterium DSM 319,strain,1404.0,Priestia megaterium,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
593905,Salmonella enterica subsp. enterica serovar Corvallis,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
634468,Escherichia coli HB101,strain,562.0,Escherichia coli,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
645462,Clostridioides difficile CD196,strain,1496.0,Clostridioides difficile,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
652611,Pseudomonas aeruginosa PA14,strain,287.0,Pseudomonas aeruginosa,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
652616,Mycobacterium tuberculosis str. Erdman = ATCC 35801,strain,1773.0,Mycobacterium tuberculosis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
665097,Erwinia piriflorinigrans,species,665097.0,Erwinia piriflorinigrans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
665099,Cytobacillus oceanisediminis,species,665099.0,Cytobacillus oceanisediminis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
668369,Escherichia coli DH5[alpha],strain,562.0,Escherichia coli,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
679895,Escherichia coli BW25113,no rank,562.0,Escherichia coli,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
688394,Lichtheimia ramosa,species,688394.0,Lichtheimia ramosa,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
702518,Colletotrichum asianum,species,702518.0,Colletotrichum asianum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
708069,Mucor fuscus,species,708069.0,Mucor fuscus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
713888,Mucor irregularis,species,713888.0,Mucor irregularis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
716544,Waddlia chondrophila WSU 86-1044,strain,71667.0,Waddlia chondrophila,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
746128,Aspergillus fumigatus,species,746128.0,Aspergillus fumigatus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
749889,Stagonosporopsis cucurbitacearum,species,749889.0,Stagonosporopsis cucurbitacearum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
768486,Enterococcus hirae ATCC 9790,strain,1354.0,Enterococcus hirae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
798162,Setophoma terrestris,species,798162.0,Setophoma terrestris,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
858668,Lactobacillus gasseri EX336960VC03,strain,1596.0,Lactobacillus gasseri,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
866628,Legionella pneumophila 130b,strain,446.0,Legionella pneumophila,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
867914,Staphylococcus aureus LAC,strain,1280.0,Staphylococcus aureus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
879819,Cutaneotrichosporon oleaginosum,species,879819.0,Cutaneotrichosporon oleaginosum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
882102,Vibrio anguillarum 775,strain,55601.0,Vibrio anguillarum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
886398,Fusarium lateritium f. mori,forma,5523.0,Fusarium lateritium,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
907340,Williopsis saturnus,species,907340.0,Williopsis saturnus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
938142,Salmonella enterica subsp. enterica serovar Choleraesuis str. ATCC 10708,strain,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
998092,Mycobacterium tuberculosis variant bovis BCG str. ATCC 35743,strain,1773.0,Mycobacterium tuberculosis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1047171,Zymoseptoria tritici,species,1047171.0,Zymoseptoria tritici,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1091042,Ralstonia solanacearum K60,strain,305.0,Ralstonia solanacearum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1093900,Thyridium curvatum,species,1093900.0,Thyridium curvatum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1095183,Magnusiomyces capitatus,species,1095183.0,Magnusiomyces capitatus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1169286,Enterococcus faecalis ATCC 19433 = NBRC 100480,strain,1351.0,Enterococcus faecalis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1173061,Geotrichum candidum,species,1173061.0,Geotrichum candidum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1173569,Salmonella enterica subsp. enterica serovar Nottingham,no rank,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1185650,Mycobacteroides abscessus subsp. abscessus,subspecies,36809.0,Mycobacteroides abscessus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1194566,Aspergillus hiratsukae,species,1194566.0,Aspergillus hiratsukae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1206108,Escherichia coli J96,strain,562.0,Escherichia coli,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1226750,Mycolicibacterium phlei DSM 43239 = CCUG 21000,strain,1771.0,Mycolicibacterium phlei,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1231522,Candidozyma duobushaemuli,species,1231522.0,Candidozyma duobushaemuli,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1232598,Alternaria kikuchiana,species,1232598.0,Alternaria kikuchiana,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1247190,Saccharomyces cerevisiae BY4741,strain,4932.0,Saccharomyces cerevisiae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1257041,Streptococcus mutans ATCC 25175,strain,1309.0,Streptococcus mutans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1263871,Klebsiella pneumoniae ATCC BAA-2146,strain,573.0,Klebsiella pneumoniae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1266744,Talaromyces purpureogenus,species,1266744.0,Talaromyces purpureogenus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1276652,Klebsiella pneumoniae ATCC BAA-1705,strain,573.0,Klebsiella pneumoniae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1276653,Klebsiella pneumoniae 700603,strain,573.0,Klebsiella pneumoniae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1299114,Salmonella enterica subsp. enterica serovar Typhimurium str. ATCC 14028,strain,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1322345,Escherichia coli ATCC 25922,strain,562.0,Escherichia coli,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1341658,Francisella tularensis subsp. tularensis str. SCHU S4 substr. NR-643,no rank,263.0,Francisella tularensis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1368100,Phytophthora nicotianae,species,1368100.0,Phytophthora nicotianae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1432137,Cryptococcus neoformans H99S,strain,5207.0,Cryptococcus neoformans,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1463164,Klebsiella quasipneumoniae subsp. similipneumoniae,subspecies,1463165.0,Klebsiella quasipneumoniae,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1469661,Diaporthe rudis,species,1469661.0,Diaporthe rudis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1470356,Clostridium ihumii,species,1470356.0,Clostridium ihumii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1884637,Cryptococcus gattii species complex,species group,,,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1962118,Mycobacteroides abscessus subsp. massiliense,subspecies,36809.0,Mycobacteroides abscessus,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
1967987,Salmonella enterica subsp. arizonae,subspecies,28901.0,Salmonella enterica,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
2052682,Globisporangium ultimum,species,2052682.0,Globisporangium ultimum,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
2060155,Nothopassalora personata,species,2060155.0,Nothopassalora personata,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
2315449,Yamadazyma tenuis,species,2315449.0,Yamadazyma tenuis,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
2747438,Fusarium mori,species,2747438.0,Fusarium mori,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
3151107,Fomitopsis dickinsii,species,3151107.0,Fomitopsis dickinsii,"NCBI Taxonomy EFetch, retrieved 2026-08-10"
